"Year","Value","Products.and.product.groups"
1981,59.2,"Edible fats and oils"
1981,58.1,"Margarine"
1981,60.8,"Other edible fats and oils"
1981,84.3,"Coffee and tea"
1981,92.1,"Coffee"
1981,65.8,"Tea"
1981,50.8,"Condiments, spices and vinegars"
1981,59.5,"Other food preparations"
1981,48.5,"Soup"
1981,57.9,"Baby foods"
1981,66.3,"Frozen food preparations"
1981,82,"Non-alcoholic beverages"
1981,45.6,"Food purchased from restaurants"
1981,50,"Shelter"
1981,51.9,"Rented accommodation"
1981,51.7,"Rent"
1981,45.1,"Tenants' insurance premiums"
1981,63.5,"Tenants' maintenance, repairs and other expenses"
1981,52.3,"Owned accommodation"
1981,63.6,"Mortgage interest cost"
1981,56.8,"Homeowners' replacement cost"
1981,38.7,"Property taxes and other special charges"
1981,39.4,"Homeowners' home and mortgage insurance"
1981,54.7,"Homeowners' maintenance and repairs"
1981,41.7,"Water, fuel and electricity"
1981,41.2,"Electricity"
1981,34.3,"Water"
1981,42.9,"Natural gas"
1981,49.4,"Fuel oil and other fuels"
1981,58.6,"Household operations, furnishings and equipment"
1981,54.6,"Household operations"
1981,66,"Communications"
1981,74.5,"Telephone services"
1981,26.8,"Postal and other communications services"
1981,45,"Child care services"
1981,48.7,"Housekeeping services"
1981,61.9,"Household cleaning products"
1981,64.6,"Detergents and soaps (other than personal care)"
1981,52.2,"Paper, plastic and aluminum foil supplies"
1981,53.3,"Other horticultural goods"
1981,66.5,"Other household supplies"
1981,64,"Household furnishings and equipment"
1981,61.8,"Furniture and household textiles"
1981,59.5,"Furniture"
1981,64.5,"Upholstered furniture"
1981,53.3,"Wooden furniture"
1981,62,"Area rugs and mats"
1981,72.3,"Household equipment"
1981,79.7,"Household appliances"
1981,75.8,"Refrigerators and freezers"
1981,42.2,"Services related to household furnishings and equipment"
1981,61.8,"Clothing and footwear"
1981,63.4,"Children's clothing"
1981,63.4,"Footwear"
1981,57.4,"Women's footwear (excluding athletic)"
1981,82.3,"Athletic footwear"
1981,95.8,"Jewellery"
1981,48.3,"Clothing material, notions and services"
1981,62.4,"Clothing material and notions"
1981,52.1,"Laundry services"
1981,41.8,"Dry cleaning services"
1981,47.6,"Other clothing services"
1981,45.2,"Transportation"
1981,48,"Private transportation"
1981,53.6,"Purchase and leasing of passenger vehicles"
1981,53.6,"Purchase of passenger vehicles"
1981,48.7,"Rental of passenger vehicles"
1981,43.5,"Operation of passenger vehicles"
1981,50.9,"Gasoline"
1981,48.2,"Passenger vehicle maintenance and repair services"
1981,28.7,"Passenger vehicle insurance premiums"
1981,30.6,"Parking fees"
1981,49.8,"All other passenger vehicle operating expenses"
1981,27,"Public transportation"
1981,32.8,"Local and commuter transportation"
1981,29.3,"City bus and subway transportation"
1981,46.3,"Taxi and other local and commuter transportation services"
1981,23.4,"Inter-city transportation"
1981,22.7,"Air transportation"
1981,49.7,"Health and personal care"
1981,42.8,"Health care"
1981,38,"Medicinal and pharmaceutical products"
1981,52.8,"Other health care goods"
1981,40.5,"Dental care services"
1981,55.4,"Personal care"
1981,63.2,"Personal care supplies and equipment"
1981,74.4,"Personal soap"
1981,62.1,"Toiletry items and cosmetics"
1981,102.5,"Oral-hygiene products"
1981,44.7,"Personal care services"
1981,46.2,"Recreation, education and reading"
1981,54.8,"Recreation"
1981,99.5,"Recreational equipment and services (excluding recreational vehicles)"
1981,61.8,"Sporting and exercise equipment"
1981,43.7,"Purchase and operation of recreational vehicles"
1981,44.3,"Purchase of recreational vehicles and outboard motors"
1981,41.6,"Operation of recreational vehicles"
1981,101.2,"Home entertainment equipment, parts and services"
1981,48.9,"Other home entertainment equipment, parts and services"
1981,44.7,"Traveller accommodation"
1981,37.3,"Travel tours"
1981,29.6,"Video and audio subscription services"
1981,34,"Use of recreational facilities and services"
1981,24.1,"Education"
1981,19.2,"Tuition fees"
1981,41.7,"Other lessons, courses and education services"
1981,34,"Reading material (excluding textbooks)"
1981,34.4,"Newspapers"
1981,31.5,"Magazines and periodicals"
1981,27.8,"Alcoholic beverages, tobacco products and recreational cannabis"
1981,38.9,"Alcoholic beverages"
1981,38.9,"Alcoholic beverages served in licensed establishments"
1981,37.9,"Beer served in licensed establishments"
1981,40.4,"Liquor served in licensed establishments"
1981,39,"Alcoholic beverages purchased from stores"
1981,33.3,"Beer purchased from stores"
1981,42.9,"Wine purchased from stores"
1981,46.5,"Liquor purchased from stores"
1981,18.6,"Tobacco products and smokers' supplies"
1981,18.7,"Cigarettes"
1981,50.5,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
1981,48.4,"All-items excluding food"
1981,48.8,"All-items excluding food and energy"
1981,51.1,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
1981,50,"All-items excluding energy"
1981,51.7,"Food and energy"
1981,57.2,"Fresh fruit and vegetables"
1981,46.8,"Energy"
1981,52.2,"Housing (1986 definition)"
1981,49.7,"Shelter (1986 definition)"
1981,49.5,"Goods and services"
1981,53.8,"Goods"
1981,64.7,"Durable goods"
1981,59.6,"Semi-durable goods"
1981,48.4,"Non-durable goods"
1981,41.9,"Non-durable goods excluding food purchased from stores"
1981,39,"Non-durable goods excluding food purchased from stores and energy"
1981,52.4,"Goods excluding food purchased from stores"
1981,54.2,"Goods excluding food purchased from stores and energy"
1981,44.9,"Services"
1981,39.6,"Services excluding shelter services"
1982,54.9,"All-items"
1982,58.2,"Food"
1982,61.7,"Food purchased from stores"
1982,58.2,"Meat"
1982,58.7,"Fresh or frozen meat (excluding poultry)"
1982,57.3,"Fresh or frozen beef"
1982,67.3,"Fresh or frozen pork"
1982,60.4,"Fresh or frozen poultry"
1982,60.4,"Fresh or frozen chicken"
1982,59.6,"Other fresh or frozen poultry"
1982,54.1,"Fish"
1982,73.9,"Canned and other preserved fish"
1982,50.3,"Seafood and other marine products"
1982,60.6,"Dairy products and eggs"
1982,60.3,"Dairy products"
1982,63.1,"Fresh milk"
1982,60.8,"Butter"
1982,61.9,"Ice cream and related products"
1982,64.4,"Eggs"
1982,58.9,"Bakery and cereal products (excluding baby food)"
1982,58.4,"Bakery products"
1982,69.2,"Rice and rice-based mixes"
1982,46.1,"Breakfast cereal and other cereal products (excluding baby food)"
1982,71.3,"Pasta products"
1982,63.9,"Flour and flour-based mixes"
1982,67.4,"Fruit, fruit preparations and nuts"
1982,62.2,"Fresh fruit"
1982,48.6,"Apples"
1982,57.2,"Oranges"
1982,72,"Bananas"
1982,62.4,"Vegetables and vegetable preparations"
1982,59.8,"Fresh vegetables"
1982,42.9,"Potatoes"
1982,52.5,"Tomatoes"
1982,86.7,"Lettuce"
1982,75.9,"Canned vegetables and other vegetable preparations"
1982,62.6,"Sugar and confectionery"
1982,60.7,"Edible fats and oils"
1982,59,"Margarine"
1982,62.6,"Other edible fats and oils"
1982,84,"Coffee and tea"
1982,91,"Coffee"
1982,67.1,"Tea"
1982,56.9,"Condiments, spices and vinegars"
1982,65.1,"Other food preparations"
1982,55.8,"Soup"
1982,64.7,"Baby foods"
1982,72.7,"Frozen food preparations"
1982,86.4,"Non-alcoholic beverages"
1982,50.2,"Food purchased from restaurants"
1982,56.8,"Shelter"
1982,56.5,"Rented accommodation"
1982,56.3,"Rent"
1982,53,"Tenants' insurance premiums"
1982,68.4,"Tenants' maintenance, repairs and other expenses"
1982,59.4,"Owned accommodation"
1982,78.2,"Mortgage interest cost"
1982,58.2,"Homeowners' replacement cost"
1982,43.7,"Property taxes and other special charges"
1982,44.7,"Homeowners' home and mortgage insurance"
1982,58.4,"Homeowners' maintenance and repairs"
1982,49.2,"Water, fuel and electricity"
1982,45.8,"Electricity"
1982,38.3,"Water"
1982,53.4,"Natural gas"
1982,60.3,"Fuel oil and other fuels"
1982,64.8,"Household operations, furnishings and equipment"
1982,62,"Household operations"
1982,78.9,"Communications"
1982,83.1,"Telephone services"
1982,46.2,"Postal and other communications services"
1982,47.9,"Child care services"
1982,53.4,"Housekeeping services"
1982,71.1,"Household cleaning products"
1982,72.7,"Detergents and soaps (other than personal care)"
1982,56.5,"Paper, plastic and aluminum foil supplies"
1982,61.5,"Other horticultural goods"
1982,74.4,"Other household supplies"
1982,69.2,"Household furnishings and equipment"
1982,66.3,"Furniture and household textiles"
1982,64.2,"Furniture"
1982,68.2,"Upholstered furniture"
1982,57.8,"Wooden furniture"
1982,65.5,"Area rugs and mats"
1982,78.3,"Household equipment"
1982,87.1,"Household appliances"
1982,83,"Refrigerators and freezers"
1982,47.3,"Services related to household furnishings and equipment"
1982,65.3,"Clothing and footwear"
1982,67.2,"Children's clothing"
1982,66.8,"Footwear"
1982,60.6,"Women's footwear (excluding athletic)"
1982,85.9,"Athletic footwear"
1982,90.1,"Jewellery"
1982,53.2,"Clothing material, notions and services"
1982,67.9,"Clothing material and notions"
1982,59.1,"Laundry services"
1982,45.4,"Dry cleaning services"
1982,53.7,"Other clothing services"
1982,51.6,"Transportation"
1982,54.4,"Private transportation"
1982,56.1,"Purchase and leasing of passenger vehicles"
1982,56.1,"Purchase of passenger vehicles"
1982,54.9,"Rental of passenger vehicles"
1982,52.1,"Operation of passenger vehicles"
1982,61.8,"Gasoline"
1982,54.1,"Passenger vehicle maintenance and repair services"
1982,36.5,"Passenger vehicle insurance premiums"
1982,33.7,"Parking fees"
1982,55.2,"All other passenger vehicle operating expenses"
1982,32.3,"Public transportation"
1982,37.5,"Local and commuter transportation"
1982,33.4,"City bus and subway transportation"
1982,53.3,"Taxi and other local and commuter transportation services"
1982,28.9,"Inter-city transportation"
1982,28.1,"Air transportation"
1982,55,"Health and personal care"
1982,47.9,"Health care"
1982,43.5,"Medicinal and pharmaceutical products"
1982,59.9,"Other health care goods"
1982,45,"Dental care services"
1982,60.6,"Personal care"
1982,70,"Personal care supplies and equipment"
1982,80.1,"Personal soap"
1982,68.7,"Toiletry items and cosmetics"
1982,112,"Oral-hygiene products"
1982,48.1,"Personal care services"
1982,50.2,"Recreation, education and reading"
1982,58.8,"Recreation"
1982,106.4,"Recreational equipment and services (excluding recreational vehicles)"
1982,66.3,"Sporting and exercise equipment"
1982,47.9,"Purchase and operation of recreational vehicles"
1982,47.9,"Purchase of recreational vehicles and outboard motors"
1982,49.2,"Operation of recreational vehicles"
1982,105.1,"Home entertainment equipment, parts and services"
1982,55.1,"Other home entertainment equipment, parts and services"
1982,52,"Traveller accommodation"
1982,38.8,"Travel tours"
1982,32.9,"Video and audio subscription services"
1982,37.6,"Use of recreational facilities and services"
1982,26.5,"Education"
1982,21.2,"Tuition fees"
1982,44.8,"Other lessons, courses and education services"
1982,38.6,"Reading material (excluding textbooks)"
1982,39,"Newspapers"
1982,36.1,"Magazines and periodicals"
1982,32.1,"Alcoholic beverages, tobacco products and recreational cannabis"
1982,45,"Alcoholic beverages"
1982,44.1,"Alcoholic beverages served in licensed establishments"
1982,43.6,"Beer served in licensed establishments"
1982,45,"Liquor served in licensed establishments"
1982,45.5,"Alcoholic beverages purchased from stores"
1982,39.8,"Beer purchased from stores"
1982,48.1,"Wine purchased from stores"
1982,53.7,"Liquor purchased from stores"
1982,21.5,"Tobacco products and smokers' supplies"
1982,21.5,"Cigarettes"
1982,54.9,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
1982,54.1,"All-items excluding food"
1982,54.1,"All-items excluding food and energy"
1982,56.5,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
1982,54.9,"All-items excluding energy"
1982,57.3,"Food and energy"
1982,60.7,"Fresh fruit and vegetables"
1982,56,"Energy"
1982,58.7,"Housing (1986 definition)"
1982,56.5,"Shelter (1986 definition)"
1982,54.9,"Goods and services"
1982,58.9,"Goods"
1982,68.3,"Durable goods"
1982,63.5,"Semi-durable goods"
1982,54.1,"Non-durable goods"
1982,48.9,"Non-durable goods excluding food purchased from stores"
1982,44.4,"Non-durable goods excluding food purchased from stores and energy"
1982,58,"Goods excluding food purchased from stores"
1982,58.7,"Goods excluding food purchased from stores and energy"
1982,50.7,"Services"
1982,45,"Services excluding shelter services"
1983,58.1,"All-items"
1983,60.4,"Food"
1983,63.5,"Food purchased from stores"
1983,59,"Meat"
1983,58.9,"Fresh or frozen meat (excluding poultry)"
1983,57.7,"Fresh or frozen beef"
1983,66.5,"Fresh or frozen pork"
1983,62.4,"Fresh or frozen poultry"
1983,62.6,"Fresh or frozen chicken"
1983,60.7,"Other fresh or frozen poultry"
1983,56.9,"Fish"
1983,75,"Canned and other preserved fish"
1983,53,"Seafood and other marine products"
1983,63.8,"Dairy products and eggs"
1983,63.5,"Dairy products"
1983,64.7,"Fresh milk"
1983,64.9,"Butter"
1983,65.2,"Ice cream and related products"
1983,66.3,"Eggs"
1983,61.7,"Bakery and cereal products (excluding baby food)"
1983,61.3,"Bakery products"
1983,68.5,"Rice and rice-based mixes"
1983,50.8,"Breakfast cereal and other cereal products (excluding baby food)"
1983,74.9,"Pasta products"
1983,66.6,"Flour and flour-based mixes"
1983,66.3,"Fruit, fruit preparations and nuts"
1983,59.6,"Fresh fruit"
1983,44,"Apples"
1983,42.4,"Oranges"
1983,85.7,"Bananas"
1983,65.7,"Vegetables and vegetable preparations"
1983,62.7,"Fresh vegetables"
1983,48.2,"Potatoes"
1983,57.9,"Tomatoes"
1983,80.1,"Lettuce"
1983,81.2,"Canned vegetables and other vegetable preparations"
1983,65.1,"Sugar and confectionery"
1983,62.8,"Edible fats and oils"
1983,60,"Margarine"
1983,66.5,"Other edible fats and oils"
1983,83.5,"Coffee and tea"
1983,89.9,"Coffee"
1983,68.3,"Tea"
1983,61.7,"Condiments, spices and vinegars"
1983,68.2,"Other food preparations"
1983,61.4,"Soup"
1983,71.9,"Baby foods"
1983,76.6,"Frozen food preparations"
1983,84.6,"Non-alcoholic beverages"
1983,53.1,"Food purchased from restaurants"
1983,60.9,"Shelter"
1983,60.8,"Rented accommodation"
1983,60.6,"Rent"
1983,59.9,"Tenants' insurance premiums"
1983,72,"Tenants' maintenance, repairs and other expenses"
1983,63.3,"Owned accommodation"
1983,84.8,"Mortgage interest cost"
1983,58.1,"Homeowners' replacement cost"
1983,47.7,"Property taxes and other special charges"
1983,46.7,"Homeowners' home and mortgage insurance"
1983,63,"Homeowners' maintenance and repairs"
1983,53.9,"Water, fuel and electricity"
1983,49.8,"Electricity"
1983,41.5,"Water"
1983,58.8,"Natural gas"
1983,66.5,"Fuel oil and other fuels"
1983,68.3,"Household operations, furnishings and equipment"
1983,65.8,"Household operations"
1983,83.9,"Communications"
1983,88.4,"Telephone services"
1983,48.9,"Postal and other communications services"
1983,50.6,"Child care services"
1983,52.7,"Housekeeping services"
1983,75.6,"Household cleaning products"
1983,76.9,"Detergents and soaps (other than personal care)"
1983,60.8,"Paper, plastic and aluminum foil supplies"
1983,65.1,"Other horticultural goods"
1983,79.3,"Other household supplies"
1983,72.6,"Household furnishings and equipment"
1983,68.5,"Furniture and household textiles"
1983,66.5,"Furniture"
1983,69.6,"Upholstered furniture"
1983,60.1,"Wooden furniture"
1983,66.3,"Area rugs and mats"
1983,82.7,"Household equipment"
1983,91.8,"Household appliances"
1983,87.3,"Refrigerators and freezers"
1983,50.8,"Services related to household furnishings and equipment"
1983,67.9,"Clothing and footwear"
1983,67.8,"Clothing"
1983,66.7,"Women's clothing"
1983,69.4,"Men's clothing"
1983,69.9,"Children's clothing"
1983,69.1,"Footwear"
1983,63.3,"Women's footwear (excluding athletic)"
1983,89.6,"Athletic footwear"
1983,89.9,"Jewellery"
1983,56.2,"Clothing material, notions and services"
1983,70.9,"Clothing material and notions"
1983,62.5,"Laundry services"
1983,48,"Dry cleaning services"
1983,57.5,"Other clothing services"
1983,54.2,"Transportation"
1983,56.9,"Private transportation"
1983,58.4,"Purchase and leasing of passenger vehicles"
1983,58.4,"Purchase of passenger vehicles"
1983,57.8,"Rental of passenger vehicles"
1983,54.8,"Operation of passenger vehicles"
1983,65.6,"Gasoline"
1983,57,"Passenger vehicle maintenance and repair services"
1983,37.8,"Passenger vehicle insurance premiums"
1983,35.9,"Parking fees"
1983,58.6,"All other passenger vehicle operating expenses"
1983,34.5,"Public transportation"
1983,39.9,"Local and commuter transportation"
1983,35.8,"City bus and subway transportation"
1983,55.1,"Taxi and other local and commuter transportation services"
